Angs,Dists,X,Y,A,B1,B2i,B2ii,B3i,B3ii,B4i,B4ii,Training_TRUE
0.105252129293732,3.2,3.18229153978171,0.336185299847809,0.336185299847809,3.18229153978171,1.42305311996695,0.83664031336203,4.50905251818338,3.53067635794783,-3.37640563698685,-4.83931471661764,-3.03634052429606
0.105252129293732,3.25,3.2320148450908,0.341438195157931,0.341438195157931,3.2320148450908,1.44528832496643,0.849712818258312,4.52137199875955,3.55330721249591,-3.29361123550725,-4.8480632510345,-3.03634052429606
0.105252129293732,3.3,3.28173815039989,0.346691090468053,0.346691090468053,3.28173815039989,1.46752352996592,0.862785323154593,4.53367948241871,3.57593249271892,-3.2065959542876,-4.85650305224275,-3.03634052429606
0.105252129293732,3.35,3.33146145570898,0.351943985778175,0.351943985778175,3.33146145570898,1.4897587349654,0.875857828050876,4.54597496916085,3.59855219861684,-3.11514461180036,-4.86463966623873,-3.03634052429606
0.105252129293732,3.4,3.38118476101807,0.357196881088297,0.357196881088298,3.38118476101807,1.51199393996488,0.888930332947157,4.55825845898597,3.62116633018969,-3.01903105650878,-4.87247863901882,-3.03634052429606
0.105252129293732,3.45,3.43090806632715,0.362449776398419,0.362449776398419,3.43090806632716,1.53422914496437,0.902002837843439,4.57052995189407,3.64377488743746,-2.91801760761298,-4.88002551657936,-3.03634052429606
0.105252129293732,3.5,3.48063137163624,0.367702671708541,0.367702671708541,3.48063137163624,1.55646434996385,0.91507534273972,4.58278944788516,3.66637787036015,-2.81185446728516,-4.88728584491672,-3.03634052429606
0.105252129293732,3.55,3.53035467694533,0.372955567018663,0.372955567018663,3.53035467694533,1.57869955496334,0.928147847636003,4.59503694695923,3.68897527895776,-2.70027910294046,-4.89426517002726,-3.03634052429606
0.105252129293732,3.6,3.58007798225442,0.378208462328785,0.378208462328785,3.58007798225442,1.60093475996282,0.941220352532284,4.60727244911628,3.71156711323029,-2.58301559801576,-4.90096903790733,-3.03634052429606
0.105252129293732,3.65,3.62980128756351,0.383461357638907,0.383461357638907,3.62980128756351,1.6231699649623,0.954292857428566,4.61949595435631,3.73415337317774,-2.45977396965106,-4.9074029945533,-3.03634052429606
0.105252129293732,3.7,3.6795245928726,0.388714252949029,0.388714252949029,3.6795245928726,1.64540516996179,0.967365362324847,4.63170746267933,3.75673405880012,-2.33024945158608,-4.91357258596152,-3.03634052429606
0.105252129293732,3.75,3.72924789818169,0.393967148259151,0.393967148259152,3.72924789818169,1.66764037496127,0.980437867221129,4.64390697408533,3.77930917009741,-2.19412174049873,-4.91948335812835,-3.03634052429606
0.105252129293732,3.8,3.77897120349078,0.399220043569273,0.399220043569273,3.77897120349078,1.68987557996075,0.993510372117411,4.65609448857432,3.80187870706963,-2.05105420392171,-4.92514085705016,-3.03634052429606
0.105252129293732,3.85,3.82869450879987,0.404472938879395,0.404472938879395,3.82869450879987,1.71211078496024,1.00658287701369,4.66827000614629,3.82444266971677,-1.90069304777854,-4.93055062872329,-3.03634052429606
0.105252129293732,3.9,3.87841781410896,0.409725834189517,0.409725834189517,3.87841781410896,1.73434598995972,1.01965538190997,4.68043352680124,3.84700105803883,-1.74266644148034,-4.93571821914412,-3.03634052429606
0.105252129293732,3.95,3.92814111941805,0.414978729499639,0.414978729499639,3.92814111941805,1.7565811949592,1.03272788680626,4.69258505053917,3.86955387203581,-1.57658359841982,-4.94064917430899,-3.03634052429606
0.105252129293732,4,3.97786442472714,0.420231624809761,0.420231624809762,3.97786442472714,1.77881639995869,1.04580039170254,4.70472457736009,3.89210111170772,-1.40203380958858,-4.94534904021428,-3.03634052429606
0.140336172391642,0.05,0.0495084514858925,0.00699379950163207,0.00699379950163248,0.0495084514858926,0.0212573259921305,0.0118402841608762,3.70944502983863,2.09288062082742,-4.9296515260266,-3.42333018457258,-3.00125648119815
0.140336172391642,0.1,0.099016902971785,0.0139875990032641,0.0139875990032641,0.0990169029717851,0.0425146519842601,0.0236805683217523,3.72321661914183,2.11504428948687,-4.9260579827898,-3.46254374488497,-3.00125648119815
0.140336172391642,0.15,0.148525354457678,0.0209813985048962,0.0209813985048966,0.148525354457678,0.0637719779763906,0.0355208524826285,3.73696694182266,2.13719807668541,-4.92228205116119,-3.50110480196772,-3.00125648119815
0.140336172391642,0.2,0.19803380594357,0.0279751980065283,0.0279751980065281,0.19803380594357,0.085029303968521,0.0473611366435046,3.75069599788111,2.15934198242305,-4.91831447411415,-3.53901883023483,-3.00125648119815
0.140336172391642,0.25,0.247542257429462,0.0349689975081603,0.0349689975081606,0.247542257429463,0.106286629960652,0.0592014208043808,3.76440378731719,2.18147600669979,-4.91414552478653,-3.57629130410029,-3.00125648119815
0.140336172391642,0.3,0.297050708915355,0.0419627970097924,0.0419627970097922,0.297050708915355,0.127543955952781,0.071041704965257,3.77809031013088,2.20360014951563,-4.90976498263444,-3.61292769797812,-3.00125648119815
0.140336172391642,0.35,0.346559160401248,0.0489565965114245,0.0489565965114247,0.346559160401248,0.148801281944912,0.0828819891261331,3.7917555663222,2.22571441087056,-4.90516210837565,-3.6489334862823,-3.00125648119815
0.140336172391642,0.4,0.39606761188714,0.0559503960130565,0.0559503960130563,0.39606761188714,0.170058607937042,0.0947222732870093,3.80539955589114,2.24781879076459,-4.90032561766135,-3.68431414342685,-3.00125648119815
0.140336172391642,0.45,0.445576063373032,0.0629441955146886,0.0629441955146888,0.445576063373032,0.191315933929172,0.106562557447885,3.8190222788377,2.26991328919772,-4.89524365341154,-3.71907514382577,-3.00125648119815
0.140336172391642,0.5,0.495084514858925,0.0699379950163207,0.0699379950163204,0.495084514858925,0.212573259921302,0.118402841608761,3.83262373516188,2.29199790616994,-4.88990375674639,-3.75322196189305,-3.00125648119815
0.140336172391642,0.55,0.544592966344817,0.0769317945179527,0.0769317945179528,0.544592966344817,0.233830585913433,0.130243125769637,3.84620392486369,2.31407264168126,-4.88429283644219,-3.7867600720427,-3.00125648119815
0.140336172391642,0.6,0.59410141783071,0.0839255940195848,0.0839255940195844,0.59410141783071,0.255087911905562,0.142083409930513,3.85976284794312,2.33613749573168,-4.87839713683707,-3.81969494868872,-3.00125648119815
0.140336172391642,0.65,0.643609869316603,0.0909193935212169,0.0909193935212169,0.643609869316602,0.276345237897693,0.15392369409139,3.87330050440017,2.3581924683212,-4.8722022041078,-3.85203206624511,-3.00125648119815
0.140336172391642,0.7,0.693118320802495,0.0979131930228489,0.0979131930228485,0.693118320802495,0.297602563889823,0.165763978252266,3.88681689423484,2.38023755944981,-4.86569285083498,-3.88377689912587,-3.00125648119815
0.140336172391642,0.75,0.742626772288388,0.104906992524481,0.104906992524481,0.742626772288387,0.318859889881954,0.177604262413142,3.90031201744713,2.40227276911752,-4.85885311876974,-3.91493492174501,-3.00125648119815
0.140336172391642,0.8,0.79213522377428,0.111900792026113,0.111900792026113,0.79213522377428,0.340117215874083,0.189444546574018,3.91378587403705,2.42429809732433,-4.85166623971071,-3.94551160851652,-3.00125648119815
0.140336172391642,0.85,0.841643675260172,0.118894591527745,0.118894591527745,0.841643675260173,0.361374541866214,0.201284830734894,3.92723846400459,2.44631354407024,-4.8441145943953,-3.97551243385441,-3.00125648119815
0.140336172391642,0.9,0.891152126746065,0.125888391029377,0.125888391029378,0.891152126746065,0.382631867858344,0.21312511489577,3.94066978734975,2.46831910935524,-4.83617966930453,-4.00494287217268,-3.00125648119815
0.140336172391642,0.95,0.940660578231958,0.132882190531009,0.132882190531009,0.940660578231958,0.403889193850474,0.224965399056646,3.95407984407253,2.49031479317934,-4.82784201127556,-4.03380839788532,-3.00125648119815
0.140336172391642,1,0.99016902971785,0.139875990032641,0.139875990032642,0.99016902971785,0.425146519842604,0.236805683217523,3.96746863417294,2.51230059554253,-4.81908117981048,-4.06211448540635,-3.00125648119815
0.140336172391642,1.05,1.03967748120374,0.146869789534273,0.146869789534273,1.03967748120374,0.446403845834735,0.248645967378399,3.98083615765097,2.53427651644483,-4.80987569696474,-4.08986660914977,-3.00125648119815
0.140336172391642,1.1,1.08918593268963,0.153863589035905,0.153863589035906,1.08918593268963,0.467661171826864,0.260486251539274,3.99418241450662,2.55624255588622,-4.80020299469201,-4.11707024352957,-3.00125648119815
0.140336172391642,1.15,1.13869438417553,0.160857388537538,0.160857388537537,1.13869438417553,0.488918497818995,0.272326535700151,4.00750740473989,2.5781987138667,-4.79003935951667,-4.14373086295975,-3.00125648119815
0.140336172391642,1.2,1.18820283566142,0.16785118803917,0.16785118803917,1.18820283566142,0.510175823811125,0.284166819861027,4.02081112835078,2.60014499038629,-4.77935987439817,-4.16985394185432,-3.00125648119815
0.140336172391642,1.25,1.23771128714731,0.174844987540802,0.174844987540801,1.23771128714731,0.531433149803256,0.296007104021903,4.0340935853393,2.62208138544497,-4.76813835764469,-4.19544495462729,-3.00125648119815
0.140336172391642,1.3,1.2872197386332,0.181838787042434,0.181838787042434,1.2872197386332,0.552690475795385,0.307847388182779,4.04735477570544,2.64400789904275,-4.75634729872646,-4.22050937569264,-3.00125648119815
0.140336172391642,1.35,1.3367281901191,0.188832586544066,0.188832586544065,1.3367281901191,0.573947801787516,0.319687672343655,4.0605946994492,2.66592453117963,-4.74395779083128,-4.24505267946438,-3.00125648119815
0.140336172391642,1.4,1.38623664160499,0.195826386045698,0.195826386045698,1.38623664160499,0.595205127779646,0.331527956504531,4.07381335657058,2.6878312818556,-4.73093945999693,-4.26908034035652,-3.00125648119815
0.140336172391642,1.45,1.43574509309088,0.20282018554733,0.20282018554733,1.43574509309088,0.616462453771776,0.343368240665408,4.08701074706958,2.70972815107067,-4.71726039064677,-4.29259783278306,-3.00125648119815
0.140336172391642,1.5,1.48525354457678,0.209813985048962,0.209813985048962,1.48525354457677,0.637719779763906,0.355208524826284,4.10018687094621,2.73161513882484,-4.70288704734589,-4.31561063115799,-3.00125648119815
0.140336172391642,1.55,1.53476199606267,0.216807784550594,0.216807784550594,1.53476199606267,0.658977105756037,0.367048808987159,4.11334172820046,2.7534922451181,-4.68778419258608,-4.33812420989533,-3.00125648119815
0.140336172391642,1.6,1.58427044754856,0.223801584052226,0.223801584052226,1.58427044754856,0.680234431748167,0.378889093148036,4.12647531883233,2.77535946995047,-4.67191480039797,-4.36014404340906,-3.00125648119815
0.140336172391642,1.65,1.63377889903445,0.230795383553858,0.230795383553859,1.63377889903445,0.701491757740297,0.390729377308912,4.13958764284182,2.79721681332192,-4.65523996557865,-4.38167560611319,-3.00125648119815
0.140336172391642,1.7,1.68328735052034,0.23778918305549,0.23778918305549,1.68328735052035,0.722749083732428,0.402569661469788,4.15267870022894,2.81906427523248,-4.63771880831215,-4.40272437242173,-3.00125648119815
0.140336172391642,1.75,1.73279580200624,0.244782982557122,0.244782982557123,1.73279580200624,0.744006409724557,0.414409945630664,4.16574849099368,2.84090185568213,-4.61930837394901,-4.42329581674867,-3.00125648119815
0.140336172391642,1.8,1.78230425349213,0.251776782058754,0.251776782058754,1.78230425349213,0.765263735716688,0.426250229791541,4.17879701513604,2.86272955467089,-4.59996352769917,-4.44339541350802,-3.00125648119815
0.140336172391642,1.85,1.83181270497802,0.258770581560386,0.258770581560387,1.83181270497802,0.786521061708818,0.438090513952416,4.19182427265602,2.88454737219873,-4.57963684398012,-4.46302863711378,-3.00125648119815
0.140336172391642,1.9,1.88132115646391,0.265764381062018,0.265764381062018,1.88132115646392,0.807778387700949,0.449930798113293,4.20483026355362,2.90635530826568,-4.55827849014893,-4.48220096197995,-3.00125648119815
0.140336172391642,1.95,1.93082960794981,0.272758180563651,0.272758180563651,1.93082960794981,0.829035713693078,0.461771082274169,4.21781498782885,2.92815336287172,-4.53583610433313,-4.50091786252052,-3.00125648119815
0.140336172391642,2,1.9803380594357,0.279751980065283,0.279751980065282,1.9803380594357,0.850293039685209,0.473611366435045,4.2307784454817,2.94994153601686,-4.51225466706105,-4.51918481314951,-3.00125648119815
0.140336172391642,2.05,2.02984651092159,0.286745779566915,0.286745779566915,2.02984651092159,0.871550365677339,0.485451650595921,4.24372063651217,2.9717198277011,-4.48747636637675,-4.53700728828092,-3.00125648119815
0.140336172391642,2.1,2.07935496240748,0.293739579068547,0.293739579068546,2.07935496240748,0.892807691669469,0.497291934756798,4.25664156092026,2.99348823792443,-4.46144045610895,-4.55439076232874,-3.00125648119815
0.140336172391642,2.15,2.12886341389338,0.300733378570179,0.300733378570179,2.12886341389338,0.914065017661599,0.509132218917673,4.26954121870598,3.01524676668686,-4.43408310694648,-4.57134070970698,-3.00125648119815
0.140336172391642,2.2,2.17837186537927,0.307727178071811,0.30772717807181,2.17837186537927,0.935322343653729,0.520972503078549,4.28241960986932,3.03699541398839,-4.40533724995516,-4.58786260482963,-3.00125648119815
0.140336172391642,2.25,2.22788031686516,0.314720977573443,0.314720977573443,2.22788031686516,0.95657966964586,0.532812787239425,4.29527673441028,3.05873417982902,-4.37513241215241,-4.60396192211071,-3.00125648119815
0.140336172391642,2.3,2.27738876835105,0.321714777075075,0.321714777075075,2.27738876835105,0.97783699563799,0.544653071400301,4.30811259232886,3.08046306420874,-4.34339454373659,-4.61964413596421,-3.00125648119815
0.140336172391642,2.35,2.32689721983695,0.328708576576707,0.328708576576707,2.32689721983695,0.99909432163012,0.556493355561178,4.32092718362506,3.10218206712756,-4.31004583654744,-4.63491472080413,-3.00125648119815
0.140336172391642,2.4,2.37640567132284,0.335702376078339,0.33570237607834,2.37640567132284,1.02035164762225,0.568333639722053,4.33372050829889,3.12389118858547,-4.27500453331255,-4.64977915104448,-3.00125648119815
0.140336172391642,2.45,2.42591412280873,0.342696175579971,0.342696175579971,2.42591412280873,1.04160897361438,0.58017392388293,4.34649256635033,3.14559042858249,-4.23818472721227,-4.66424290109926,-3.00125648119815
0.140336172391642,2.5,2.47542257429462,0.349689975081603,0.349689975081604,2.47542257429462,1.06286629960651,0.592014208043806,4.3592433577794,3.1672797871186,-4.19949615127162,-4.67831144538246,-3.00125648119815
0.140336172391642,2.55,2.52493102578052,0.356683774583235,0.356683774583235,2.52493102578052,1.08412362559864,0.603854492204682,4.3719728825861,3.18895926419381,-4.15884395706292,-4.69199025830809,-3.00125648119815
0.140336172391642,2.6,2.57443947726641,0.363677574084867,0.363677574084868,2.57443947726641,1.10538095159077,0.615694776365558,4.38468114077041,3.21062885980811,-4.11612848217656,-4.70528481429015,-3.00125648119815
0.140336172391642,2.65,2.6239479287523,0.370671373586499,0.370671373586499,2.6239479287523,1.1266382775829,0.627535060526435,4.39736813233235,3.23228857396152,-4.07124500588989,-4.71820058774265,-3.00125648119815
0.140336172391642,2.7,2.67345638023819,0.377665173088132,0.377665173088132,2.67345638023819,1.14789560357503,0.63937534468731,4.41003385727191,3.25393840665402,-4.02408349243521,-4.73074305307958,-3.00125648119815
0.140336172391642,2.75,2.72296483172409,0.384658972589764,0.384658972589763,2.72296483172409,1.16915292956716,0.651215628848187,4.42267831558909,3.27557835788561,-3.97452832123747,-4.74291768471494,-3.00125648119815
0.140336172391642,2.8,2.77247328320998,0.391652772091396,0.391652772091396,2.77247328320998,1.19041025555929,0.663055913009063,4.43530150728389,3.29720842765631,-3.92245800346029,-4.75472995706275,-3.00125648119815
0.140336172391642,2.85,2.82198173469587,0.398646571593028,0.398646571593027,2.82198173469587,1.21166758155142,0.674896197169938,4.44790343235632,3.3188286159661,-3.8677448841655,-4.76618534453699,-3.00125648119815
0.140336172391642,2.9,2.87149018618176,0.40564037109466,0.40564037109466,2.87149018618176,1.23292490754355,0.686736481330815,4.46048409080636,3.34043892281499,-3.81025482935584,-4.77728932155167,-3.00125648119815
0.140336172391642,2.95,2.92099863766766,0.412634170596292,0.412634170596291,2.92099863766766,1.25418223353568,0.698576765491692,4.47304348263403,3.36203934820297,-3.74984689713376,-4.7880473625208,-3.00125648119815
0.140336172391642,3,2.97050708915355,0.419627970097924,0.419627970097924,2.97050708915355,1.27543955952781,0.710417049652567,4.48558160783932,3.38362989213006,-3.68637299217006,-4.79846494185837,-3.00125648119815
0.140336172391642,3.05,3.02001554063944,0.426621769599556,0.426621769599556,3.02001554063944,1.29669688551994,0.722257333813443,4.49809846642224,3.40521055459624,-3.61967750263519,-4.80854753397838,-3.00125648119815
0.140336172391642,3.1,3.06952399212533,0.433615569101188,0.433615569101188,3.06952399212533,1.31795421151207,0.73409761797432,4.51059405838277,3.42678133560151,-3.54959691870324,-4.81830061329484,-3.00125648119815
0.140336172391642,3.15,3.11903244361123,0.44060936860282,0.440609368602821,3.11903244361123,1.3392115375042,0.745937902135195,4.52306838372093,3.44834223514589,-3.47595943169336,-4.82772965422175,-3.00125648119815
0.140336172391642,3.2,3.16854089509712,0.447603168104452,0.447603168104452,3.16854089509712,1.36046886349633,0.757778186296072,4.53552144243671,3.46989325322936,-3.39858451286567,-4.8368401311731,-3.00125648119815
0.140336172391642,3.25,3.21804934658301,0.454596967606084,0.454596967606085,3.21804934658301,1.38172618948846,0.769618470456948,4.54795323453012,3.49143438985193,-3.31728247083935,-4.84563751856291,-3.00125648119815
0.140336172391642,3.3,3.2675577980689,0.461590767107716,0.461590767107716,3.26755779806891,1.40298351548059,0.781458754617824,4.56036376000114,3.51296564501359,-3.23185398654754,-4.85412729080518,-3.00125648119815
0.140336172391642,3.35,3.3170662495548,0.468584566609348,0.468584566609349,3.3170662495548,1.42424084147272,0.7932990387787,4.57275301884979,3.53448701871435,-3.1420896245893,-4.86231492231389,-3.00125648119815
0.140336172391642,3.4,3.36657470104069,0.475578366110981,0.47557836611098,3.36657470104069,1.44549816746486,0.805139322939577,4.58512101107606,3.55599851095422,-3.04776931978034,-4.87020588750306,-3.00125648119815
0.140336172391642,3.45,3.41608315252658,0.482572165612613,0.482572165612613,3.41608315252658,1.46675549345698,0.816979607100452,4.59746773667995,3.57750012173317,-2.94866183764402,-4.87780566078669,-3.00125648119815
0.140336172391642,3.5,3.46559160401247,0.489565965114245,0.489565965114244,3.46559160401247,1.48801281944912,0.828819891261329,4.60979319566146,3.59899185105123,-2.84452420751979,-4.88511971657878,-3.00125648119815
0.140336172391642,3.55,3.51510005549837,0.496559764615877,0.496559764615877,3.51510005549837,1.50927014544125,0.840660175422205,4.6220973880206,3.62047369890838,-2.73510112689933,-4.89215352929333,-3.00125648119815
0.140336172391642,3.6,3.56460850698426,0.503553564117509,0.503553564117508,3.56460850698426,1.53052747143338,0.852500459583081,4.63438031375735,3.64194566530463,-2.6201243355302,-4.89891257334434,-3.00125648119815
0.140336172391642,3.65,3.61411695847015,0.510547363619141,0.510547363619141,3.61411695847015,1.55178479742551,0.864340743743957,4.64664197287173,3.66340775023997,-2.49931195775229,-4.90540232314582,-3.00125648119815
0.140336172391642,3.7,3.66362540995604,0.517541163120773,0.517541163120773,3.66362540995604,1.57304212341764,0.876181027904832,4.65888236536374,3.68485995371442,-2.37236781145503,-4.91162825311176,-3.00125648119815
0.140336172391642,3.75,3.71313386144194,0.524534962622405,0.524534962622405,3.71313386144194,1.59429944940977,0.888021312065709,4.67110149123336,3.70630227572796,-2.23898068196102,-4.91759583765616,-3.00125648119815
0.140336172391642,3.8,3.76264231292783,0.531528762124037,0.531528762124037,3.76264231292783,1.6155567754019,0.899861596226585,4.68329935048061,3.72773471628059,-2.09882355905608,-4.92331055119304,-3.00125648119815
0.140336172391642,3.85,3.81215076441372,0.538522561625669,0.538522561625669,3.81215076441372,1.63681410139403,0.911701880387461,4.69547594310547,3.74915727537233,-1.951552835295,-4.92877786813638,-3.00125648119815
0.140336172391642,3.9,3.86165921589962,0.545516361127301,0.545516361127302,3.86165921589961,1.65807142738616,0.923542164548337,4.70763126910797,3.77056995300316,-1.79680746361797,-4.9340032629002,-3.00125648119815
0.140336172391642,3.95,3.91116766738551,0.552510160628933,0.552510160628933,3.91116766738551,1.67932875337829,0.935382448709214,4.71976532848808,3.79197274917309,-1.63420807221202,-4.93899220989849,-3.00125648119815
0.140336172391642,4,3.9606761188714,0.559503960130565,0.559503960130566,3.9606761188714,1.70058607937042,0.947222732870089,4.73187812124581,3.81336566388212,-1.46335603444793,-4.94375018354525,-3.00125648119815
0.175420215489553,0.05,0.0492326644514394,0.00872609597769701,0.00872609597769713,0.0492326644514396,0.0202532842368708,0.0105934908320151,3.71013232862083,2.09203866601974,-4.92967104974411,-3.42310990751222,-2.96617243810024
0.175420215489553,0.1,0.0984653289028787,0.017452191955394,0.0174521919553943,0.0984653289028783,0.0405065684737425,0.0211869816640302,3.72457937691513,2.11335487855442,-4.92609900639988,-3.46211047072482,-2.96617243810024
0.175420215489553,0.15,0.147697993354318,0.026178287933091,0.0261782879330914,0.147697993354318,0.0607598527106132,0.0317804724960453,3.73899331879595,2.13465570831112,-4.9223467008595,-3.50046571969127,-2.96617243810024
0.175420215489553,0.2,0.196930657805757,0.0349043839107881,0.0349043839107877,0.196930657805757,0.0810131369474849,0.0423739633280604,3.75337415426329,2.15594115528984,-4.91840503624023,-3.5381810378485,-2.96617243810024
0.175420215489553,0.25,0.246163322257197,0.0436304798884851,0.0436304798884848,0.246163322257197,0.101266421184356,0.0529674541600755,3.76772188331714,2.17721121949058,-4.91426445658766,-3.57526180863347,-2.96617243810024
0.175420215489553,0.3,0.295395986708636,0.0523565758661821,0.0523565758661819,0.295395986708636,0.121519705421227,0.0635609449920906,3.78203650595751,2.19846590091334,-4.9099149237087,-3.61171341548311,-2.96617243810024
0.175420215489553,0.35,0.344628651160075,0.0610826718438791,0.0610826718438791,0.344628651160075,0.141772989658098,0.0741544358241057,3.7963180221844,2.21970519955811,-4.9053458928356,-3.64754124183435,-2.96617243810024
0.175420215489553,0.4,0.393861315611515,0.0698087678215761,0.0698087678215762,0.393861315611515,0.16202627389497,0.0847479266561209,3.8105664319978,2.2409291154249,-4.90054628706176,-3.68275067112415,-2.96617243810024
0.175420215489553,0.45,0.443093980062954,0.0785348637992731,0.0785348637992733,0.443093980062955,0.182279558131841,0.095341417488136,3.82478173539772,2.26213764851371,-4.89550447048752,-3.71734708678943,-2.96617243810024
0.175420215489553,0.5,0.492326644514394,0.0872609597769701,0.0872609597769705,0.492326644514393,0.202532842368711,0.105934908320151,3.83896393238416,2.28333079882453,-4.89020822001067,-3.75133587226713,-2.96617243810024
0.175420215489553,0.55,0.541559308965833,0.0959870557546671,0.0959870557546676,0.541559308965833,0.222786126605583,0.116528399152166,3.85311302295711,2.30450856635738,-4.88464469569351,-3.7847224109942,-2.96617243810024
0.175420215489553,0.6,0.590791973417272,0.104713151732364,0.104713151732364,0.590791973417272,0.243039410842454,0.127121889984181,3.86722900711658,2.32567095111224,-4.87880040963436,-3.81751208640758,-2.96617243810024
0.175420215489553,0.65,0.640024637868712,0.113439247710061,0.113439247710061,0.640024637868712,0.263292695079326,0.137715380816196,3.88131188486257,2.34681795308912,-4.87266119326823,-3.84971028194419,-2.96617243810024
0.175420215489553,0.7,0.689257302320151,0.122165343687758,0.122165343687758,0.689257302320151,0.283545979316196,0.148308871648211,3.89536165619507,2.36794957228802,-4.86621216301738,-3.881322381041,-2.96617243810024
0.175420215489553,0.75,0.73848996677159,0.130891439665455,0.130891439665455,0.73848996677159,0.303799263553068,0.158902362480227,3.90937832111409,2.38906580870893,-4.85943768420835,-3.91235376713492,-2.96617243810024
0.175420215489553,0.8,0.78772263122303,0.139617535643152,0.139617535643152,0.78772263122303,0.324052547789939,0.169495853312242,3.92336187961962,2.41016666235187,-4.85232133316814,-3.9428098236629,-2.96617243810024
0.175420215489553,0.85,0.836955295674469,0.148343631620849,0.14834363162085,0.836955295674469,0.34430583202681,0.180089344144257,3.93731233171168,2.43125213321682,-4.84484585740755,-3.97269593406189,-2.96617243810024
0.175420215489553,0.9,0.886187960125908,0.157069727598546,0.157069727598547,0.886187960125908,0.364559116263681,0.190682834976272,3.95122967739024,2.45232222130379,-4.83699313379521,-4.00201748176881,-2.96617243810024
0.175420215489553,0.95,0.935420624577348,0.165795823576243,0.165795823576243,0.935420624577348,0.384812400500552,0.201276325808287,3.96511391665533,2.47337692661277,-4.82874412462085,-4.03077985022062,-2.96617243810024
0.175420215489553,1,0.984653289028787,0.17452191955394,0.17452191955394,0.984653289028787,0.405065684737424,0.211869816640302,3.97896504950693,2.49441624914378,-4.82007883144134,-4.05898842285424,-2.96617243810024
0.175420215489553,1.05,1.03388595348023,0.183248015531637,0.183248015531637,1.03388595348023,0.425318968974294,0.222463307472317,3.99278307594505,2.5154401888968,-4.81097624659753,-4.08664858310661,-2.96617243810024
0.175420215489553,1.1,1.08311861793167,0.191974111509334,0.191974111509334,1.08311861793167,0.445572253211166,0.233056798304332,4.00656799596968,2.53644874587184,-4.80141430228448,-4.11376571441469,-2.96617243810024
0.175420215489553,1.15,1.13235128238311,0.200700207487031,0.200700207487031,1.13235128238311,0.465825537448037,0.243650289136347,4.02031980958083,2.5574419200689,-4.79136981705147,-4.1403452002154,-2.96617243810024
0.175420215489553,1.2,1.18158394683454,0.209426303464728,0.209426303464729,1.18158394683454,0.486078821684908,0.254243779968363,4.0340385167785,2.57841971148797,-4.78081843960218,-4.16639242394569,-2.96617243810024
0.175420215489553,1.25,1.23081661128598,0.218152399442425,0.218152399442426,1.23081661128598,0.506332105921779,0.264837270800378,4.04772411756268,2.59938212012906,-4.76973458975873,-4.19191276904249,-2.96617243810024
0.175420215489553,1.3,1.28004927573742,0.226878495420122,0.226878495420122,1.28004927573742,0.52658539015865,0.275430761632393,4.06137661193338,2.62032914599217,-4.75809139644652,-4.21691161894274,-2.96617243810024
0.175420215489553,1.35,1.32928194018886,0.235604591397819,0.235604591397819,1.32928194018886,0.546838674395522,0.286024252464408,4.0749959998906,2.6412607890773,-4.74586063254948,-4.24139435708338,-2.96617243810024
0.175420215489553,1.4,1.3785146046403,0.244330687375516,0.244330687375516,1.3785146046403,0.567091958632393,0.296617743296423,4.08858228143434,2.66217704938445,-4.73301264647781,-4.26536636690136,-2.96617243810024
0.175420215489553,1.45,1.42774726909174,0.253056783353213,0.253056783353213,1.42774726909174,0.587345242869264,0.307211234128438,4.10213545656459,2.68307792691361,-4.71951629028227,-4.28883303183361,-2.96617243810024
0.175420215489553,1.5,1.47697993354318,0.26178287933091,0.26178287933091,1.47697993354318,0.607598527106135,0.317804724960453,4.11565552528135,2.7039634216648,-4.70533884414085,-4.31179973531706,-2.96617243810024
0.175420215489553,1.55,1.52621259799462,0.270508975308607,0.270508975308608,1.52621259799462,0.627851811343007,0.328398215792468,4.12914248758463,2.724833533638,-4.69044593703461,-4.33427186078867,-2.96617243810024
0.175420215489553,1.6,1.57544526244606,0.279235071286304,0.279235071286305,1.57544526244606,0.648105095579877,0.338991706624483,4.14259634347443,2.74568826283321,-4.67480146342049,-4.35625479168536,-2.96617243810024
0.175420215489553,1.65,1.6246779268975,0.287961167264001,0.287961167264001,1.6246779268975,0.668358379816748,0.349585197456499,4.15601709295075,2.76652760925045,-4.65836749569902,-4.37775391144409,-2.96617243810024
0.175420215489553,1.7,1.67391059134894,0.296687263241698,0.296687263241698,1.67391059134894,0.68861166405362,0.360178688288514,4.16940473601358,2.7873515728897,-4.64110419226472,-4.39877460350178,-2.96617243810024
0.175420215489553,1.75,1.72314325580038,0.305413359219395,0.305413359219395,1.72314325580038,0.708864948290491,0.370772179120529,4.18275927266293,2.80816015375097,-4.62296970091634,-4.41932225129537,-2.96617243810024
0.175420215489553,1.8,1.77237592025182,0.314139455197092,0.314139455197092,1.77237592025182,0.729118232527362,0.381365669952544,4.1960807028988,2.82895335183426,-4.60392005739265,-4.43940223826181,-2.96617243810024
0.175420215489553,1.85,1.82160858470326,0.32286555117479,0.32286555117479,1.82160858470326,0.749371516764233,0.391959160784559,4.20936902672118,2.84973116713957,-4.58390907878795,-4.45901994783804,-2.96617243810024
