Angs,Dists,X,Y,A,B1,B2i,B2ii,B3i,B3ii,B4i,B4ii,Training_TRUE
0.0350840430979106,1.35,1.34916923441627,0.0473537422450219,0.0473537422450221,1.34916923441627,0.650907746085625,0.418153916642076,4.00905094391341,2.73274634608047,-4.74074677711783,-4.25113891492506,-3.10650861049188
0.0350840430979106,1.4,1.39913846532058,0.0491075845503931,0.0491075845503932,1.39913846532058,0.675015440385093,0.433641098739931,4.02063958251326,2.75725761954959,-4.72743970257597,-4.27525789124039,-3.10650861049188
0.0350840430979106,1.45,1.44910769622489,0.0508614268557642,0.0508614268557643,1.44910769622489,0.699123134684561,0.449128280837786,4.03222688373796,2.78176827161208,-4.7134507901656,-4.29885861183733,-3.10650861049188
0.0350840430979106,1.5,1.49907692712919,0.0526152691611354,0.0526152691611355,1.49907692712919,0.723230828984028,0.46461546293564,4.04381284758751,2.80627830226793,-4.69874510336649,-4.32194670540943,-3.10650861049188
0.0350840430979106,1.55,1.5490461580335,0.0543691114665066,0.0543691114665066,1.5490461580335,0.747338523283496,0.480102645033495,4.05539747406192,2.83078771151715,-4.68328591555477,-4.34452780065025,-3.10650861049188
0.0350840430979106,1.6,1.59901538893781,0.0561229537718778,0.0561229537718777,1.59901538893781,0.771446217582964,0.49558982713135,4.06698076316119,2.85529649935974,-4.66703461828027,-4.36660752625335,-3.10650861049188
0.0350840430979106,1.65,1.64898461984211,0.057876796077249,0.0578767960772488,1.64898461984211,0.795553911882431,0.511077009229204,4.07856271488531,2.8798046657957,-4.6499506248441,-4.38819151091226,-3.10650861049188
0.0350840430979106,1.7,1.69895385074642,0.0596306383826201,0.0596306383826199,1.69895385074642,0.819661606181898,0.526564191327059,4.09014332923429,2.90431221082502,-4.63199126893561,-4.40928538332056,-3.10650861049188
0.0350840430979106,1.75,1.74892308165072,0.0613844806879913,0.0613844806879911,1.74892308165072,0.843769300481367,0.542051373424914,4.10172260620812,2.92881913444771,-4.61311169807574,-4.42989477217178,-3.10650861049188
0.0350840430979106,1.8,1.79889231255503,0.0631383229933625,0.0631383229933622,1.79889231255503,0.867876994780834,0.557538555522768,4.11330054580681,2.95332543666377,-4.59326476160047,-4.45002530615949,-3.10650861049188
0.0350840430979106,1.85,1.84886154345934,0.0648921652987337,0.0648921652987333,1.84886154345934,0.891984689080302,0.573025737620623,4.12487714803036,2.97783111747319,-4.57240089290465,-4.46968261397724,-3.10650861049188
0.0350840430979106,1.9,1.89883077436364,0.0666460076041049,0.0666460076041044,1.89883077436364,0.91609238337977,0.588512919718478,4.13645241287876,3.00233617687598,-4.55046798565226,-4.48887232431858,-3.10650861049188
0.0350840430979106,1.95,1.94880000526795,0.068399849909476,0.0683998499094765,1.94880000526795,0.940200077679237,0.604000101816332,4.14802634035201,3.02684061487214,-4.52741126364372,-4.50760006587705,-3.10650861049188
0.0350840430979106,2,1.99876923617226,0.0701536922148472,0.0701536922148476,1.99876923617226,0.964307771978705,0.619487283914187,4.15959893045012,3.05134443146167,-4.50317314401546,-4.52587146734623,-3.10650861049188
0.0350840430979106,2.05,2.04873846707656,0.0719075345202184,0.0719075345202187,2.04873846707656,0.988415466278172,0.634974466012042,4.17117018317309,3.07584762664456,-4.47769309342995,-4.54369215741966,-3.10650861049188
0.0350840430979106,2.1,2.09870769798087,0.0736613768255896,0.0736613768255898,2.09870769798087,1.01252316057764,0.650461648109896,4.18274009852091,3.10035020042082,-4.45090747689707,-4.56106776479089,-3.10650861049188
0.0350840430979106,2.15,2.14867692888518,0.0754152191309607,0.0754152191309609,2.14867692888518,1.03663085487711,0.665948830207751,4.19430867649359,3.12485215279045,-4.42274939884938,-4.57800391815347,-3.10650861049188
0.0350840430979106,2.2,2.19864615978948,0.0771690614363319,0.0771690614363321,2.19864615978948,1.06073854917658,0.681436012305606,4.20587591709113,3.14935348375345,-4.39314853607413,-4.59450624620097,-3.10650861049188
0.0350840430979106,2.25,2.24861539069379,0.0789229037417031,0.0789229037417032,2.24861539069379,1.08484624347604,0.69692319440346,4.21744182031351,3.17385419330981,-4.36203096208506,-4.61058037762693,-3.10650861049188
0.0350840430979106,2.3,2.29858462159809,0.0806767460470743,0.0806767460470743,2.29858462159809,1.10895393777551,0.712410376501315,4.22900638616076,3.19835428145954,-4.32931896249514,-4.62623194112491,-3.10650861049188
0.0350840430979106,2.35,2.3485538525024,0.0824305883524455,0.0824305883524454,2.3485538525024,1.13306163207498,0.72789755859917,4.24056961463286,3.22285374820263,-4.29493084092927,-4.64146656538845,-3.10650861049188
0.0350840430979106,2.4,2.39852308340671,0.0841844306578167,0.0841844306578166,2.39852308340671,1.15716932637445,0.743384740697024,4.25213150572982,3.2473525935391,-4.25878071499221,-4.65628987911112,-3.10650861049188
0.0350840430979106,2.45,2.44849231431101,0.0859382729631878,0.0859382729631877,2.44849231431101,1.18127702067391,0.758871922794879,4.26369205945163,3.27185081746893,-4.2207783017821,-4.67070751098646,-3.10650861049188
0.0350840430979106,2.5,2.49846154521532,0.087692115268559,0.0876921152685588,2.49846154521532,1.20538471497338,0.774359104892734,4.2752512757983,3.29634841999213,-4.18082869241404,-4.68472508970804,-3.10650861049188
0.0350840430979106,2.55,2.54843077611963,0.0894459575739302,0.0894459575739299,2.54843077611963,1.22949240927285,0.789846286990588,4.28680915476982,3.3208454011087,-4.13883211499047,-4.69834824396939,-3.10650861049188
0.0350840430979106,2.6,2.59840000702393,0.0911997998793014,0.091199799879301,2.59840000702393,1.25360010357232,0.805333469088443,4.2983656963662,3.34534176081863,-4.09468368542651,-4.71158260246408,-3.10650861049188
0.0350840430979106,2.65,2.64836923792824,0.0929536421846726,0.0929536421846722,2.64836923792824,1.27770779787178,0.820820651186298,4.30992090058743,3.36983749912193,-4.04827314550783,-4.72443379388567,-3.10650861049188
0.0350840430979106,2.7,2.69833846883255,0.0947074844900438,0.0947074844900442,2.69833846883255,1.30181549217125,0.836307833284152,4.32147476743352,3.3943326160186,-3.99948458752703,-4.73690744692769,-3.10650861049188
0.0350840430979106,2.75,2.74830769973685,0.0964613267954149,0.0964613267954153,2.74830769973685,1.32592318647072,0.851795015382007,4.33302729690447,3.41882711150863,-3.94819616481061,-4.74900919028371,-3.10650861049188
0.0350840430979106,2.8,2.79827693064116,0.0982151691007861,0.0982151691007864,2.79827693064116,1.35003088077019,0.867282197479862,4.34457848900027,3.44332098559203,-3.89427978741383,-4.76074465264728,-3.10650861049188
0.0350840430979106,2.85,2.84824616154547,0.0999690114061573,0.0999690114061575,2.84824616154546,1.37413857506965,0.882769379577717,4.35612834372092,3.4678142382688,-3.83760080222323,-4.77211946271195,-3.10650861049188
0.0350840430979106,2.9,2.89821539244977,0.101722853711528,0.101722853711529,2.89821539244977,1.39824626936912,0.898256561675571,4.36767686106644,3.49230686953894,-3.77801765666815,-4.78313924917127,-3.10650861049188
0.0350840430979106,2.95,2.94818462335408,0.1034766960169,0.1034766960169,2.94818462335408,1.42235396366859,0.913743743773426,4.3792240410368,3.51679887940245,-3.71538154520108,-4.7938096407188,-3.10650861049188
0.0350840430979106,3,2.99815385425838,0.105230538322271,0.105230538322271,2.99815385425838,1.44646165796806,0.929230925871281,4.39076988363203,3.54129026785932,-3.64953603766426,-4.8041362660481,-3.10650861049188
0.0350840430979106,3.05,3.04812308516269,0.106984380627642,0.106984380627642,3.04812308516269,1.47056935226752,0.944718107969135,4.40231438885211,3.56578103490956,-3.58031668861413,-4.81412475385271,-3.10650861049188
0.0350840430979106,3.1,3.098092316067,0.108738222933013,0.108738222933013,3.098092316067,1.49467704656699,0.96020529006699,4.41385755669704,3.59027118055316,-3.50755062662813,-4.82378073282619,-3.10650861049188
0.0350840430979106,3.15,3.1480615469713,0.110492065238384,0.110492065238384,3.1480615469713,1.51878474086646,0.975692472164845,4.42539938716683,3.61476070479013,-3.43105612256808,-4.83310983166209,-3.10650861049188
0.0350840430979106,3.2,3.19803077787561,0.112245907543756,0.112245907543755,3.19803077787561,1.54289243516593,0.991179654262699,4.43693988026148,3.63924960762047,-3.35064213572184,-4.84211767905397,-3.10650861049188
0.0350840430979106,3.25,3.24800000877992,0.113999749849127,0.113999749849127,3.24800000877992,1.5670001294654,1.00666683636055,4.44847903598098,3.66373788904418,-3.26610783668999,-4.85080990369537,-3.10650861049188
0.0350840430979106,3.3,3.29796923968422,0.115753592154498,0.115753592154498,3.29796923968422,1.59110782376486,1.02215401845841,4.46001685432534,3.68822554906126,-3.17724210582564,-4.85919213427985,-3.10650861049188
0.0350840430979106,3.35,3.34793847058853,0.117507434459869,0.117507434459869,3.34793847058853,1.61521551806433,1.03764120055626,4.47155333529455,3.7127125876717,-3.08382300597506,-4.86726999950097,-3.10650861049188
0.0350840430979106,3.4,3.39790770149284,0.11926127676524,0.11926127676524,3.39790770149284,1.6393232123638,1.05312838265412,4.48308847888862,3.73719900487551,-2.98561722820213,-4.87504912805228,-3.10650861049188
0.0350840430979106,3.45,3.44787693239714,0.121015119070611,0.121015119070611,3.44787693239714,1.66343090666327,1.06861556475197,4.49462228510754,3.76168480067269,-2.88237950911247,-4.88253514862733,-3.10650861049188
0.0350840430979106,3.5,3.49784616330145,0.122768961375983,0.122768961375983,3.49784616330145,1.68753860096273,1.08410274684983,4.50615475395132,3.78616997506323,-2.77385201832183,-4.88973368991967,-3.10650861049188
0.0350840430979106,3.55,3.54781539420575,0.124522803681354,0.124522803681354,3.54781539420575,1.7116462952622,1.09958992894768,4.51768588541996,3.81065452804714,-2.65976371453937,-4.89665038062286,-3.10650861049188
0.0350840430979106,3.6,3.59778462511006,0.126276645986725,0.126276645986725,3.59778462511006,1.73575398956167,1.11507711104554,4.52921567951345,3.83513845962442,-2.53982966865721,-4.90329084943046,-3.10650861049188
0.0350840430979106,3.65,3.64775385601437,0.128030488292096,0.128030488292096,3.64775385601437,1.75986168386114,1.13056429314339,4.54074413623179,3.85962176979506,-2.41375035215609,-4.909660725036,-3.10650861049188
0.0350840430979106,3.7,3.69772308691867,0.129784330597467,0.129784330597468,3.69772308691867,1.7839693781606,1.14605147524125,4.55227125557499,3.88410445855908,-2.28121088904978,-4.91576563613305,-3.10650861049188
0.0350840430979106,3.75,3.74769231782298,0.131538172902839,0.131538172902839,3.74769231782298,1.80807707246007,1.1615386573391,4.56379703754305,3.90858652591646,-2.14188026950005,-4.92161121141517,-3.10650861049188
0.0350840430979106,3.8,3.79766154872729,0.13329201520821,0.13329201520821,3.79766154872729,1.83218476675954,1.17702583943696,4.57532148213596,3.93306797186721,-1.99541052313823,-4.92720307957589,-3.10650861049188
0.0350840430979106,3.85,3.84763077963159,0.135045857513581,0.135045857513581,3.84763077963159,1.85629246105901,1.19251302153481,4.58684458935373,3.95754879641132,-1.84143585002886,-4.93254686930879,-3.10650861049188
